show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s3700,Movie,Romeo Akbar Walter,Robbie Grewal,"John Abraham, Jackie Shroff, Mouni Roy, Sikander Kher, Raghuvir Yadav, Alka Amin, Rajesh Shringarpure, Anil George",India,"June 30, 2019",2019,TV-14,141 min,"Dramas, International Movies, Thrillers","In 1971, a fallen army major’s son is tapped by India's Research and Analysis Wing to serve as an undercover agent in Pakistan in the lead-up to war."
s3702,Movie,Super Deluxe,Thiagarajan Kumararaja,"Vijay Sethupathi, Fahadh Faasil, Samantha Ruth Prabhu, Ramya Krishnan, Mysskin, Gayathrie, Ashwanth Ashok Kumar, Bagavathi Perumal",India,"June 29, 2019",2019,TV-MA,176 min,"Comedies, Dramas, International Movies","Sex, stigma and spirituality merge in these eccentric stories of an angsty teenager, an unfaithful wife and a transgender woman returning to her past."
s3704,Movie,El testigo,Kate Horne,Jesús Abad Colorado,"Colombia, Peru, United Kingdom","June 28, 2019",2018,TV-14,73 min,"Documentaries, International Movies",Colombian photojournalist Jesús Abad Colorado shares the stories behind a series of civil war photographs he captured throughout the '80s and '90s.
s3707,Movie,La Leyenda del Diamante,Roberto Girault Facha,"Ana Layevska, Alex Sirvent, Paulina Goto, Fernando Estrada, Alejandro Oliva, David Villegas, Xavier Cervantes, Cuauhtémoc Duque, Karyme Lozano, Rodrigo Treviño",Mexico,"June 28, 2019",2017,TV-MA,87 min,"Action & Adventure, International Movies, Sci-Fi & Fantasy","When a gun-toting rebel tries to rescue her kidnapped sister, she finds herself up against a widely feared desperado and a cursed guardian of treasure."
s3710,Movie,ANIMA,Paul Thomas Anderson,Thom Yorke,United Kingdom,"June 27, 2019",2019,TV-PG,15 min,"Dramas, Independent Movies, Music & Musicals","In a short musical film directed by Paul Thomas Anderson, Thom Yorke of Radiohead stars in a mind-bending visual piece. Best played loud."
s3712,Movie,Daniel Sosa: Maleducado,"Alex Díaz, Marcos Bucay",Daniel Sosa,Mexico,"June 27, 2019",2019,TV-MA,55 min,Stand-Up Comedy,"In his second stand-up special, Daniel Sosa reminisces about his childhood, ponders Mexican traditions and points out a major problem with ""Coco."""
s3713,Movie,Hikaru Utada Laughter in the Dark Tour 2018,,Hikaru Utada,Japan,"June 26, 2019",2018,TV-PG,141 min,"International Movies, Music & Musicals","Celebrating twenty years since her debut, Hikaru Utada takes the stage at Makuhari Messe for the final performance of her Laughter in the Dark Tour."
s3714,Movie,Kahaani,Sujoy Ghosh,"Vidya Balan, Parambrata Chatterjee, Dhritiman Chatterjee, Saswata Chatterjee, Indraneil Sengupta, Nawazuddin Siddiqui, Darshan Jariwala, Masood Akhtar, Riddhi Sen",India,"June 26, 2019",2012,TV-14,122 min,"International Movies, Music & Musicals, Thrillers","Pregnant and alone in the city of Kolkata, a woman begins a relentless search for her missing husband, only to find that nothing is what it seems."
s3715,Movie,Unbroken,Svati Chakravarty Bhatkal,,India,"June 26, 2019",2019,TV-14,109 min,"Documentaries, International Movies","After the brutal murders of their loved ones, three individuals share how they healed through forgiveness in this documentary presented by Aamir Khan."
s3716,Movie,Mike Epps: Only One Mike,Kevin Bray,Mike Epps,United States,"June 25, 2019",2019,TV-MA,63 min,Stand-Up Comedy,"In a raw stand-up comedy special, Mike Epps mixes it up as he tackles sexual misconduct, special ed, aging body parts and much more."
s3718,Movie,Triple Threat,"Jesse V. Johnson, Jesse Johnson","Tony Jaa, Iko Uwais, Tiger Chen, Scott Adkins, Celina Jade, Michael Bisping, Michael Jai White, JeeJa Yanin, Dominiquie Vandenberg","Thailand, China, United States","June 22, 2019",2019,R,96 min,"Action & Adventure, International Movies",A crew of ruthless criminals hired to kill an influential heiress meet their match in a trio of surprisingly adept fighters who come to her aid.
s3719,Movie,Blood Will Tell,"Miguel Cohan, Miguel Cohan","Oscar Martínez, Dolores Fonzi, Diego Velázquez, Paulina Garcia, Luis Gnecco, Malena Sánchez, Emilio Vodanovich, Norman Briski","Argentina, United States","June 21, 2019",2019,TV-MA,113 min,"Dramas, Independent Movies, International Movies",Family patriarch Elías begins to unravel after the death of his wife – which casts a suspicious light on her tragic accident.
s3721,Movie,EVANGELION: DEATH (TRUE)²,Hideaki Anno,"Megumi Ogata, Kotono Mitsuishi, Megumi Hayashibara, Yuko Miyamura, Yuriko Yamaguchi, Fumihiko Tachiki, Motomu Kiyokawa, Koichi Yamadera, Takehito Koyasu, Hiro Yuki, Miki Nagasawa, Mugihito, Akira Ishida",Japan,"June 21, 2019",1998,TV-MA,69 min,"Action & Adventure, Anime Features, International Movies","Fifteen years after the Second Impact, apathetic teen Shinji joins his father's group NERV to fight the Angels. But the truth may destroy them all."
s3729,Movie,The End of Evangelion,"Hideaki Anno, Kazuya Tsurumaki","Megumi Ogata, Kotono Mitsuishi, Megumi Hayashibara, Yuko Miyamura, Yuriko Yamaguchi, Fumihiko Tachiki, Motomu Kiyokawa, Koichi Yamadera, Takehito Koyasu, Hiro Yuki, Miki Nagasawa, Maria Kawamura, Mugihito, Akira Ishida",Japan,"June 21, 2019",1997,TV-MA,87 min,"Action & Adventure, Anime Features, International Movies","Seele orders an all-out attack on NERV, aiming to destroy the Evas before Gendo can trigger Third Impact and Instrumentality under his control."
s3730,Movie,Rakkhosh,"Abhijit Kokate, Srivinay Salian","Sanjay Mishra, Priyanka Bose, Tannishtha Chatterjee, Barun Chanda, Sonamoni Jayant Gadekar, Ashwath Bhatt, Atul Mahale",India,"June 20, 2019",2019,TV-MA,116 min,"Horror Movies, Independent Movies, International Movies",An asylum patient’s troubled past threatens his grasp on reality as fellow hospital residents begin disappearing at the hands of an unknown entity.
s3731,Movie,The Wolf's Call,Antonin Baudry,"François Civil, Omar Sy, Mathieu Kassovitz, Reda Kateb, Paula Beer, Alexis Michalik, Jean-Yves Berteloot, Damien Bonnard, Pierre Cevaër, Sébastien Libessart",France,"June 20, 2019",2019,TV-14,116 min,"Dramas, International Movies, Thrillers","With nuclear war looming, a military expert in underwater acoustics strives to prove things aren't as they seem – or sound – using only his ears."
s3732,Movie,Beats,Chris Robinson,"Khalil Everage, Anthony Anderson, Uzo Aduba, Emayatzy Corinealdi, Paul Walter Hauser, Dave East, Seandrea Sledge, Ashley Jackson, Megan Sousa",United States,"June 19, 2019",2019,TV-MA,110 min,"Dramas, Independent Movies, Music & Musicals","On Chicago's South Side, hip-hop prodigy August Monroe navigates crippling anxiety and new creative frontiers with the help of an unlikely mentor."
s3733,Movie,The Edge of Democracy,Petra Costa,,Brazil,"June 19, 2019",2019,TV-14,122 min,"Documentaries, International Movies",Political documentary and personal memoir collide in this exploration into the complex truth behind the unraveling of two Brazilian presidencies.
s3734,Movie,Adam Devine: Best Time of Our Lives,Jay Karas,Adam Devine,United States,"June 18, 2019",2019,TV-MA,59 min,Stand-Up Comedy,"Frenetic comic Adam Devine talks teen awkwardness, celebrity encounters, his ""Pitch Perfect"" audition and more in a special from his hometown of Omaha."
s3735,Movie,Cop Car,Jon Watts,"Kevin Bacon, James Freedson-Jackson, Hays Wellford, Camryn Manheim, Shea Whigham, Sean Hartley, Kyra Sedgwick, Loi Nguyen",United States,"June 16, 2019",2015,R,88 min,Thrillers,Two mischievous boys get thrust into a game of cat and mouse with a murderous psychopath after they decide to steal a police officer’s cruiser.
s3736,Movie,Right Here Right Now,Jakob Lass,"Niklas Bruhn, David Schütter, Tinka Furst, Corinna Harfouch, Bela B. Felsenheimer, Martina Schöne-Radunski, Mathias Bloech, Tanna Barthel, Felix Maria Zeppenfeld, Kalle Schwensen",Germany,"June 16, 2019",2018,TV-MA,91 min,"Comedies, Dramas, Independent Movies","The owner of a failing music club throws one last blowout, bringing together friends, foes and hard-partying weirdos for an unhinged New Year's Eve."
s3739,Movie,Life Overtakes Me,"John Haptas, Kristine Samuelson",,"Sweden, United States","June 15, 2019",2019,TV-PG,40 min,Documentaries,"In the grip of trauma, hundreds of refugee children in Sweden withdraw from life's uncertainties into a coma-like illness called Resignation Syndrome."
s3740,Movie,Luckee,Sanjay Jadhav,"Abhay Mahajan, Dipti Sati, Mayur More, Shubhangi Tambale, Chetan Dalvi, Nilesh Diwekar",India,"June 15, 2019",2019,TV-14,113 min,"Comedies, International Movies, Romantic Movies","When his friends make a bet that he can woo his college crush, a lovesick student named Luckee struggles between satisfying his heart and hormones."
s3741,Movie,Pihu,Vinod Kapri,Pihu Myra Vishwakarma,India,"June 15, 2019",2018,TV-14,90 min,"Dramas, Independent Movies, International Movies","A two-year-old must fend for herself when her mother suddenly passes away while her father is gone for a conference, leaving her prone to danger."
s3748,Movie,DJ Cinderella,Bruno Garotti,"Maísa Silva, Filipe Bragança, Fernanda Paes Leme, Miriam Freeland, Marcelo Valle, Elisa Pinheiro, Sérgio Malheiros, Giovanna Grigio, Bárbara Maia, Letícia Pedro, Kiria Malheiros, Leo Cidade, Matheus Costa, Isabel Fillardis, Selma Lopes",Brazil,"June 14, 2019",2019,TV-PG,95 min,"Children & Family Movies, Comedies","Fiercely independent and disillusioned with love, a teen DJ is determined to chart her own path, till a pop heartthrob falls for her awesome mix."
s3754,Movie,Murder Mystery,Kyle Newacheck,"Adam Sandler, Jennifer Aniston, Luke Evans, Gemma Arterton, Adeel Akhtar, Luis Gerardo Méndez, Dany Boon, Terence Stamp",United States,"June 14, 2019",2019,PG-13,98 min,Comedies,"On a long-awaited trip to Europe, a New York City cop and his hairdresser wife scramble to solve a baffling murder aboard a billionaire's yacht."
s3757,Movie,Oprah Presents When They See Us Now,Mark Ritchie,"Oprah Winfrey, Ava DuVernay",United States,"June 13, 2019",2019,TV-PG,61 min,Documentaries,"Oprah Winfrey talks with the exonerated men once known as the Central Park Five, plus the cast and producers who tell their story in ""When They See Us."""
s3758,Movie,The 3rd Eye 2,Rocky Soraya,"Jessica Mila, Bianca Hello, Nabilah Ayu, Sophia Latjuba, Jeremy Thomas",Indonesia,"June 13, 2019",2019,TV-MA,117 min,"Horror Movies, International Movies","Working in an orphanage, Alia meets teen Nadia, who says she hears a strange voice in the walls. When they try to find the source, things go very wrong."
s3759,Movie,Jo Koy: Comin' In Hot,Shannon Hartman,Jo Koy,United States,"June 12, 2019",2019,TV-MA,60 min,Stand-Up Comedy,"Comedian Jo Koy takes center stage in Hawaii and shares his candid take on cultural curiosities, filter-free fatherhood and more."
s3760,Movie,Rolling Thunder Revue: A Bob Dylan Story by Martin Scorsese,Martin Scorsese,"Bob Dylan, Allen Ginsberg, Joan Baez, Patti Smith, Roger McGuinn, Sam Shepard, Sharon Stone, Joni Mitchell, Scarlet Rivera, Ramblin' Jack Elliott, Ronnie Hawkins, Anne Waldman, Ronee Blakley",United States,"June 12, 2019",2019,TV-MA,142 min,"Documentaries, Music & Musicals","In an alchemic mix of fact and fantasy, Martin Scorsese looks back at Bob Dylan's 1975 Rolling Thunder Revue tour and a country ripe for reinvention."
s3762,Movie,Belmonte,Federico Veiroj,"Gonzalo Delgado, Olivia Molinaro Eijo, Jeannette Sauksteliskis, Tomás Wahrmann, María Noel Gutiérrez, Marcelo Fernández Borsari, Alejandro Castiglioni, Cecilia Caballero Jeske, Martín Reyes, Carolina Penadés","Uruguay, Spain, Mexico","June 7, 2019",2018,TV-MA,74 min,"Dramas, Independent Movies, International Movies",An artist muddles through a midlife crisis while trying to balance his dimming career with a yearning to be a better father.
s3764,Movie,Elisa & Marcela,Isabel Coixet,"Natalia de Molina, Greta Fernández, Sara Casasnovas, Tamar Novas, Kelly Lua, Manuel Lourenzo, Jorge Suquet, Ana Santos, Mariana Carballal, Roberto Leal, Luisa Merelas, Amparo Moreno, Lluís Homar, Manolo Solo, María Pujalte, Francesc Orella",Spain,"June 7, 2019",2019,TV-MA,119 min,"Dramas, International Movies, LGBTQ Movies","In 1901 Spain, Elisa Sánchez Loriga adopts a male identity in order to marry the woman she loves, Marcela Gracia Ibeas. Based on true events."
s3765,Movie,I Am Mother,Grant Sputore,"Clara Rugaard, Rose Byrne, Hilary Swank, Luke Hawker",Australia,"June 7, 2019",2019,TV-PG,114 min,"International Movies, Sci-Fi & Fantasy, Thrillers","Following humanity's mass extinction, a teen raised alone by a maternal droid finds her entire world shaken when she encounters another human."
s3766,Movie,Luka Chuppi,Laxman Utekar,"Kartik Aaryan, Kriti Sanon, Pankaj Tripathi, Vinay Pathak, Aparshakti Khurana, Atul Srivastava, Alka Amin",India,"June 7, 2019",2019,TV-PG,125 min,"Comedies, International Movies, Romantic Movies","Pretending to marry in order to cohabitate, a small-town couple lands in endless awkward situations to hide the truth from their orthodox families."
s3767,Movie,Pachamama,Juan Antin,"Adam Moussamih, Charli Birdgenau, Vlastra Vrana, Sonja Ball, Alexandre Harough","France, Luxembourg, Canada","June 7, 2019",2019,PG,71 min,Children & Family Movies,"When a sacred statue is taken from his Andean village, a spirited boy who dreams of becoming a shaman goes on a brave mission to get it back."
s3768,Movie,Rock My Heart,Hanno Olderdissen,"Lena Klenke, Dieter Hallervorden, Emilio Sakraya, Annette Frier, Milan Peschel, Vedat Erincin, Johann von Bülow, Michael Lott, Hans Martin Stier, Anneke Kim Sarnau",Germany,"June 7, 2019",2019,TV-PG,110 min,"Children & Family Movies, Dramas, International Movies","After an adventurous teen with a heart defect bonds with an unruly stallion, she trains to compete as an amateur jockey in a life-threatening race."
s3769,Movie,Stree,Amar Kaushik,"Rajkummar Rao, Shraddha Kapoor, Pankaj Tripathi, Aparshakti Khurana, Abhishek Banerjee, Atul Srivastava",India,"June 7, 2019",2018,TV-MA,127 min,"Comedies, Horror Movies, Independent Movies","Once a year, men in a small town fear abduction by an eccentric female spirit. A young tailor dismisses the idea of the ghost – until he falls for her."
s3772,Movie,The Black Godfather,Reginald Hudlin,"Clarence Avant, Quincy Jones",United States,"June 7, 2019",2019,TV-MA,118 min,"Documentaries, Music & Musicals","This documentary follows the life of Clarence Avant, the ultimate, uncensored mentor and behind-the-scenes rainmaker in music, film, TV and politics."
s3773,Movie,Alles ist gut,Eva Trobisch,"Aenne Schwarz, Andreas Döhler, Hans Löw, Tilo Nest, Lina Wendel, Lisa Hagmeister",Germany,"June 6, 2019",2019,TV-MA,90 min,"Dramas, International Movies","A woman sexually assaulted by her new boss's brother-in-law tries to move on as if nothing happened, but the night weighs heavily on her mind and body."
s3774,Movie,A Silent Voice,Naoko Yamada,"Miyu Irino, Saori Hayami, Aoi Yuki, Kensho Ono, Yuki Kaneko, Yui Ishikawa, Megumi Han, Toshiyuki Toyonaga, Mayu Matsuoka",Japan,"June 5, 2019",2016,TV-14,130 min,"Anime Features, International Movies",A former class bully reaches out to the deaf girl he'd tormented in grade school. He feels unworthy of redemption but tries to make things right.
s3776,Movie,Cosmos Laundromat: First Cycle,Mathieu Auvray,"Pierre Bokma, Reinout Scholten van Aschat",Netherlands,"June 4, 2019",2015,TV-MA,12 min,"Dramas, International Movies, Sci-Fi & Fantasy","Despondent on a desolate island, a suicidal sheep is thrown a lifeline by a quirky salesman, who offers him the gift of a lifetime."
s3777,Movie,Miranda Sings Live…Your Welcome,Marcus Raboy,Colleen Ballinger,United States,"June 4, 2019",2019,TV-14,62 min,Stand-Up Comedy,"Viral video star Miranda Sings and her real-world alter ego Colleen Ballinger share the stage in a special packed with music, comedy and ""magichinry."""
s3778,Movie,Silent,"Limbert Fabian, Brandon Oldenburg",,United States,"June 4, 2019",2014,TV-Y,3 min,"Children & Family Movies, Sci-Fi & Fantasy","""Silent"" is an animated short film created by Academy Award® winning Moonbot Studios. It celebrates how storytellers, inventors, and technology work together to create cinema magic."
s3782,Movie,Krutant,Datta Mohan Bhandare,"Suyog Rajendra Gorhe, Sandeep Kulkarni, Vidya Karanjikar, Sayli Patil",India,"June 2, 2019",2019,TV-14,114 min,"Dramas, International Movies","When a busy workaholic leaves town to meet friends, an unexpected delay leads him to the hut of an old man, whose haunting tale could change his life."
s3784,Movie,III Smoking Barrels,Sanjib Dey,"Subrat Dutta, Indraneil Sengupta, Mandakini Goswami, Amrita Chattopadhyay, Nalneesh Neel, Niloy Sankar Gupta, Shiny Gogoi, Siddharth Boro",India,"June 1, 2019",2017,TV-MA,128 min,"Dramas, Independent Movies, International Movies","In three stories set in Northeast India, a child goes on the run, a young adult falls in with the wrong crowd and a desperate man turns to crime."
s3786,Movie,"Oh, Ramona!",Cristina Jacob,"Bogdan Iancu, Aggy K. Adams, Holly Horne, Basil Eidenbenz, Melanie Ebanks, Leonardo Boudreau, Andromeda Godfrey",Romania,"June 1, 2019",2019,TV-MA,109 min,"Comedies, International Movies",Awkward 16-year-old Andrei is infatuated with his alluring but aloof schoolmate Ramona – until he meets stunning hotel clerk Anemona while on vacation.
s3787,Movie,We Are Legends,Daniel Yee Heng Chan,"Lam Yiu-sing, Ma Chi Wai, Wiyona Yeung, Eric Kot, Yuen Qiu, Lisa Cheng, Jason Li",Hong Kong,"June 1, 2019",2019,TV-14,109 min,"Action & Adventure, International Movies, Sports Movies","Raised in a boxing gym, two orphaned brothers become highly skilled martial artists and must combat threats in the streets and the ring."
s3789,Movie,Chopsticks,Sachin Yardi,"Abhay Deol, Mithila Palkar, Vijay Raaz",India,"May 31, 2019",2019,TV-MA,101 min,"Comedies, Dramas, Independent Movies",A gifted but insecure woman embarks on a transformative journey when she enlists an enigmatic con man to recover her stolen car from an eccentric thug.
s3791,Movie,Mere Pyare Prime Minister,Rakeysh Omprakash Mehra,"Anjali Patil, Om Kanojiya, Niteesh Wadhwa, Makrand Deshpande, Syna Anand, Prasad, Adarsh, Rasika Agashe",India,"May 31, 2019",2019,TV-MA,103 min,"Dramas, International Movies","When his mother suffers a traumatic incident, a boy from the Mumbai slums treks to Delhi to deliver his written plea for justice to the Prime Minister."
s3792,Movie,Pegasus,Han Han,"Shen Teng, Yin Zheng, Johnny Huang, Zhang Benyu, Yin Fang, Tian Yu, Wei Xiang",China,"May 31, 2019",2019,TV-MA,98 min,"Comedies, Dramas, International Movies","After a five-year suspension, a once-legendary race car driver decides to get back in the game against a new generation of opponents."
s3794,Movie,Svaha: The Sixth Finger,Jang Jae-hyun,"Lee Jung-jae, Park Jung-min, Lee Jae-in, Yoo Ji-tae, Jung Jin-young, Lee Da-wit, Jin Seon-kyu, Ji Seung-hyeon, Min Tanaka",South Korea,"May 30, 2019",2019,TV-MA,123 min,"International Movies, Thrillers",A minister who researches religious cults turns to his Buddhist monk friend for help investigating a new group with mysterious origins.
s3796,Movie,After Maria,Nadia Hallgren,,United States,"May 24, 2019",2019,TV-PG,38 min,Documentaries,"Displaced by Hurricane Maria, three Puerto Rican women navigate their families' uncertain futures as their federal housing aid in New York expires."
s3798,Movie,Joy,Sudabeh Mortezai,"Anwulika Alphonsus, Mariam Precious Sanusi, Angela Ekeleme",Austria,"May 24, 2019",2019,TV-MA,101 min,"Dramas, Independent Movies, International Movies","Close to paying off her debts, a Nigerian sex worker in Austria coaches a reluctant novice, and assesses the risks of taking a faster path to freedom."
s3799,Movie,Rim of the World,McG,"Jack Gore, Miya Cech, Benjamin Flores Jr., Alessio Scalzotto, Andrew Bachelor, Annabeth Gish, Scott MacArthur, Dean S. Jagger, Michael Beach, Lynn Collins, David Theune, Tony Cavalero, Carl McDowell, Punam Patel, Jason Rogel, Chris Wylde, Rudy Mancuso, Amanda Cerny, Allan Graf, Cameron Fuller, Richard Gore, Peter Parros, Annie Cavalero",United States,"May 24, 2019",2019,TV-14,99 min,"Action & Adventure, Independent Movies, Sci-Fi & Fantasy","Stranded at a summer camp when aliens attack the planet, four teens with nothing in common embark on a perilous mission to save the world."
s3801,Movie,The Perfection,Richard Shepard,"Allison Williams, Logan Browning, Steven Weber, Alaina Huffman, Mark Kandborg, Graeme Duffy",United States,"May 24, 2019",2019,TV-MA,91 min,"Horror Movies, LGBTQ Movies, Music & Musicals","In this twisty horror-thriller, a once-promising music prodigy reconnects with her former mentors, only to find them taken with a talented new pupil."
s3803,Movie,The Lonely Island Presents: The Unauthorized Bash Brothers Experience,"Mike Diva, Akiva Schaffer","Andy Samberg, Akiva Schaffer, Jorma Taccone, Hannah Simone, Jenny Slate, Sterling K. Brown, Jim O'Heir, Maya Rudolph, Stephanie Beatriz, Alana Haim, Este Haim, Danielle Haim",,"May 23, 2019",2019,TV-MA,30 min,"Comedies, Music & Musicals, Sports Movies",The Lonely Island spoofs notorious baseball stars Jose Canseco and Mark McGwire in this visual rap album set in the Bash Brothers' 1980s heyday.
s3804,Movie,A Tale of Two Kitchens,Trisha Ziff,,"United States, Mexico","May 22, 2019",2019,TV-PG,30 min,"Documentaries, International Movies","Mexico City restaurant star Gabriela Cámara opens sister eatery Cala in San Francisco, with a similar menu and unusually welcoming kitchen culture."
s3805,Movie,The Man Who Feels No Pain,Vasan Bala,"Abhimanyu Dassani, Radhika Madan, Gulshan Devaiah, Mahesh Manjrekar, Jimit Trivedi, Loveleen Mishra, Sartaaj Kakkar, Riva Arora",India,"May 22, 2019",2018,TV-14,137 min,"Action & Adventure, Comedies, International Movies","Leveraging his ability to withstand pain, a young man trains to follow in the footsteps of his martial-arts hero in this high-action, meta comedy."
s3806,Movie,Wanda Sykes: Not Normal,Linda Mendoza,Wanda Sykes,United States,"May 21, 2019",2019,TV-MA,66 min,Stand-Up Comedy,"Wanda Sykes tackles politics, reality TV, racism and the secret she'd take to the grave in this rollicking, no-holds-barred stand-up special."
s3810,Movie,Born in Gaza,Hernán Zin,,Spain,"May 17, 2019",2014,TV-14,70 min,"Documentaries, International Movies",This documentary focuses on the devastating violence of the Israel-Palestine conflict and its effects on the children of Gaza.
s3811,Movie,Born in Syria,Hernán Zin,,"Denmark, Spain","May 17, 2019",2016,TV-14,87 min,"Documentaries, International Movies",This intimate documentary follows a group of Syrian children refugees who narrowly escape a life of torment and integrate into a foreign land.
s3812,Movie,Dying to Tell,Hernán Zin,,Spain,"May 17, 2019",2018,TV-MA,88 min,"Documentaries, International Movies","Seeking answers after a life-changing incident in 2012, filmmaker Hernán Zin interviews other war reporters about the personal toll of their work."
s3814,Movie,Maria,Pedring A. Lopez,"Cristine Reyes, Germaine De Leon, KC Montero, Ronnie Lazaro, Freddie Webb",Philippines,"May 17, 2019",2019,TV-MA,90 min,"Action & Adventure, International Movies","An ex-assassin tries to leave her dark past behind until a power-hungry gang targets her and her family, forcing her to summon her killer instincts."
s3815,Movie,ReMastered: The Lion's Share,Sam Cullman,,,"May 17, 2019",2019,TV-14,84 min,"Documentaries, Music & Musicals","After discovering the family of Solomon Linda, the writer of ""The Lion Sleeps Tonight,"" a reporter tries to help them fight for fair compensation."
s3816,Movie,Saverio Raimondo: Il Satiro Parlante,Francesco Imperato,Saverio Raimondo,Italy,"May 17, 2019",2019,TV-MA,53 min,Stand-Up Comedy,"Italian comic and satirist Saverio Raimondo regales a Milan crowd with tales of online antics, awkward injuries and white-knuckle flights."
s3817,Movie,See You Yesterday,Stefon Bristol,"Eden Duncan-Smith, Dante Crichlow, Astro, Johnathan Nieves, Marsha Stephanie Blake, Wavyy Jonez, Myra Lucretia Taylor",United States,"May 17, 2019",2019,TV-MA,87 min,"Dramas, Sci-Fi & Fantasy, Thrillers","As two teen prodigies try to master the art of time travel, a tragic police shooting sends them on a series of dangerous trips to the past."
s3819,Movie,Good Sam,Kate Melville,"Tiya Sircar, Chad Connell, Marco Grazzini, Jesse Camacho, Mark Camacho, Elana Dunkelman, Kelly Hope Taylor, Kenny Wong, Daniela Sandiford, Christina Tannous",United States,"May 16, 2019",2019,TV-PG,90 min,"Children & Family Movies, Dramas",A curious reporter finds love while pursuing the story of a mysterious figure who's leaving bags of cash for strangers around New York City.
s3820,Movie,Jonaki,Aditya Vikram Sengupta,"Lolita Chatterjee, Sumanto Chattopadhyay, Ratnabali Bhattacharjee, Jim Sarbh, Indrajit Sinha, Sandershika Tamang, Arunima Sinha, Satya Priya Chakraborty, Christel Das, Burjor Patel",India,"May 16, 2019",2018,TV-MA,96 min,"Dramas, Independent Movies, International Movies","In this quiet, wistful drama, a woman on her deathbed searches her fraying memories for love and fulfillment through surreal, meditative tableaux."
s3821,Movie,PATRICK (2019),Mandie Fletcher,"Beattie Edmondson, Ed Skrein, Tom Bennett, Jennifer Saunders",United Kingdom,"May 16, 2019",2019,TV-PG,94 min,"Children & Family Movies, Comedies","When a schoolteacher inherits an adorable pug, she has to find a way to take care of it while dealing with her flatlining love life."
s3823,Movie,Hamid,Aijaz Khan,"Talha Arshad Reshi, Rasika Dugal, Vikas Kumar, Sumit Kaul, Bashir Lone, Gurveer Singh, Ashraf Nagoo, Mir Sarvar",India,"May 15, 2019",2018,TV-MA,108 min,"Dramas, Independent Movies, International Movies","Wanting his missing father to come home, a Kashmiri boy repeatedly attempts to call God for help – until one day, a hardened army officer picks up."
s3826,Movie,Backdraft 2,Gonzalo López-Gallego,"Joe Anderson, William Baldwin, Donald Sutherland, Alisha Bailey, Alastair Mackenzie, Dominic Mafham, Jessamine-Bliss Bell, Martin Hutson, Aaron McCusker, Cyril Nri",United States,"May 14, 2019",2019,R,102 min,"Action & Adventure, Dramas","In this sequel to the 1991 film, a determined fire investigator recruits an imprisoned arsonist to help untangle a web of fire, murder and corruption."
s3828,Movie,Still LAUGH-IN: The Stars Celebrate,,"Lily Tomlin, Tiffany Haddish, Neil Patrick Harris, Michael Douglas, Snoop Dogg, Billy Crystal, Chelsea Handler, Jay Leno, Rita Wilson, Bill Maher, Tony Hale, Rita Moreno, Bobby Moynihan, Michael Rapaport, Mary McCormack, Rob Riggle, Jon Lovitz, Kenya Barris, Ruth Buzzi, Jo Anne Worley, Loni Anderson, Maria Bamford, Margaret Cho, Deon Cole, Taye Diggs, Ron Funches, Nikki Glaser, Jameela Jamil, Natasha Leggero, Loni Love, Cheri Oteri, Russell Peters, Jeff Ross, Lisa Ann Walter",United States,"May 14, 2019",2019,TV-MA,61 min,Comedies,"This celebration of the groundbreaking comedy show ""Laugh-In"" stars Lily Tomlin, Snoop Dogg, Billy Crystal, Tiffany Haddish, Neil Patrick Harris and more."
s3829,Movie,Weed the People,Abby Epstein,,United States,"May 14, 2019",2018,TV-MA,94 min,Documentaries,"Buoyed by hopeful experiences with medical marijuana, physicians and parents of children with cancer call for more research of its healing potential."
s3830,Movie,Malibu Rescue,Savage Steve Holland,"Ricardo Hurtado, Breanna Yde, Jackie R. Jacobson, Abby Donnelly, Alkoya Brunson, JT Neal, Ian Ziering, Bryana Salaz, Camaron Engels, Jeremy Howard, Jeff Meacham",United States,"May 13, 2019",2019,TV-G,70 min,"Children & Family Movies, Comedies","When a long list of shenanigans lands Tyler in hot water, he’s forced to suit up and spend his summer training for an elite junior lifeguard program."
s3831,Movie,Merata: How Mum Decolonised the Screen,Hepi Mita,Hepi Mita,New Zealand,"May 12, 2019",2018,TV-14,88 min,Documentaries,New Zealand film archivist Heperi Mita traces the cinematic legacy of his mother and trailblazing Maori filmmaker Merata Mita.
s3833,Movie,Dry Martina,Che Sandoval,"Antonella Costa, Patricio Contreras, Geraldine Neary, Pedro Campos, Álvaro Espinosa","Chile, Argentina","May 11, 2019",2018,TV-MA,100 min,"Dramas, Independent Movies, International Movies",An odd encounter with a fan and a tryst with that fan's ex-boyfriend leads a sexually adventurous singer on an escapade in Chile.
s3834,Movie,Shéhérazade,Jean-Bernard Marlin,"Dylan Robert, Kenza Fortas, Idir Azougli, Lisa Amedjout, Sofia Bent, Nabila Bounad, Kader Benchoudar, Nabila Ait Amer",France,"May 11, 2019",2019,TV-MA,111 min,"Dramas, Independent Movies, International Movies","Fresh out of juvenile detention in Marseille, 17-year-old Zach falls for a young prostitute and soon faces a dire dilemma while working as a pimp."
